0,0,32,0.180176,158
1,0,37,0.999298,158
2,0,40,0.999297,158
3,0,41,0.998973,158
4,0,48,0.447903,158
5,0,50,0.998624,158
6,0,54,0.998677,158
7,0,55,0.998749,158
8,0,67,0.173302,158
9,0,68,0.997363,158
10,0,71,0.997672,158
11,0,76,0.997525,158
12,0,81,0.998699,158
13,0,83,0.175847,158
14,0,93,0.996934,158
15,0,98,0.997511,158
16,1,89,0.254969,158
17,3,83,0.159466,158
18,3,94,0.160054,158
19,5,16,0.161015,158
20,10,5,0.448618,158
21,11,32,0.450508,158
22,11,84,0.235636,158
23,13,63,0.383326,158
24,14,22,0.160635,158
25,15,77,0.223774,158
26,17,20,0.221137,158
27,21,22,0.33606,158
28,22,56,0.417446,158
29,23,60,0.256115,158
30,25,19,0.456449,158
31,26,1,0.22454,158
32,26,51,0.336728,158
33,27,89,0.191337,158
34,31,16,0.338458,158
35,31,45,0.272551,158
36,31,56,0.32069,158
37,33,42,0.160768,158
38,34,13,0.210667,158
39,37,72,0.176052,158
40,38,16,0.161942,158
41,39,35,0.221723,158
42,41,30,0.157789,158
43,41,42,0.256016,158
44,42,1,0.177275,158
45,42,23,0.17434,158
46,42,29,0.256625,158
47,44,20,0.268834,158
48,46,45,0.176118,158
49,46,64,0.157781,158
50,48,57,0.351599,158
51,48,83,0.191614,158
52,49,45,0.240087,158
53,50,73,0.251524,158
54,51,83,0.159273,158
55,53,38,0.289339,158
56,54,2,0.151104,158
57,54,38,0.176704,158
58,54,89,0.335067,158
59,59,9,0.304825,158
60,59,94,0.159618,158
61,63,48,0.27263,158
62,63,77,0.19159,158
63,64,29,0.384402,158
64,64,60,0.288221,158
65,64,78,0.188253,158
66,66,42,0.272266,158
67,68,22,0.224007,158
68,68,77,0.271646,158
69,70,94,0.238945,158
70,71,72,0.176136,158
71,73,57,0.303997,158
72,74,66,0.223945,158
73,75,1,0.46482,158
74,76,9,0.160527,158
75,76,13,0.241408,158
76,78,5,0.337102,158
77,80,66,0.159702,158
78,82,72,0.303688,158
79,85,16,0.226245,158
80,86,63,0.240268,158
81,89,51,0.432032,158
82,91,13,0.305835,158
83,91,63,0.1764,158
84,92,38,0.193105,158
85,95,87,0.188366,158
86,96,46,0.174054,158
87,104,90,0.204164,158
88,105,84,0.157331,158
89,109,67,0.157704,158
90,114,10,0.189729,158
91,116,78,0.173256,158
92,126,27,0.17241,158
93,126,49,0.268291,158
94,129,30,0.174143,158
95,132,46,0.174095,158
96,137,14,0.290113,158
97,144,58,0.157515,158
98,158,33,0.268823,158
99,164,17,0.158408,158
100,167,21,0.247829,158
101,176,58,0.204804,158
102,176,95,0.267656,158
103,184,17,0.237774,158
104,186,35,0.236983,158
105,187,52,0.157438,158
106,188,30,0.157902,158
107,194,26,0.181715,158
108,209,87,0.219808,158
109,215,23,0.174209,158
110,230,6,0.151194,158
111,231,36,0.179141,158
112,231,95,0.23588,158
113,247,78,0.236026,158
114,254,6,0.226793,158
115,268,34,0.24883,158
116,282,82,0.205853,158
117,328,39,0.210529,158
118,331,18,0.208076,158
119,363,2,0.287711,158
120,385,18,0.211834,158
121,437,34,0.213815,158
122,443,15,0.155035,158
123,655,25,0.155187,158
124,679,15,0.210063,158
125,831,31,0.16105,158
126,0,32,0.217074,159
127,0,37,0.998687,159
128,0,40,0.998684,159
129,0,41,0.998089,159
130,0,50,0.997507,159
131,0,54,0.997592,159
132,0,55,0.99771,159
133,0,68,0.995904,159
134,0,71,0.996225,159
135,0,76,0.996067,159
136,0,81,0.997628,159
137,0,93,0.995531,159
138,0,98,0.996052,159
139,3,94,0.474236,159
140,4,66,0.566225,159
141,5,29,0.478485,159
142,6,13,0.156138,159
143,11,33,0.498272,159
144,12,17,0.409935,159
145,13,9,0.274889,159
146,13,45,0.210262,159
147,14,22,0.388924,159
148,15,32,0.331534,159
149,19,94,0.208154,159
150,20,89,0.209863,159
151,22,56,0.420616,159
152,24,13,0.633571,159
153,24,32,0.364176,159
154,25,19,0.212221,159
155,26,95,0.319734,159
156,27,42,0.210047,159
157,27,49,0.697944,159
158,29,63,0.213137,159
159,30,84,0.405166,159
160,31,45,0.627169,159
161,33,42,0.150709,159
162,34,13,0.153709,159
163,34,60,0.477864,159
164,37,22,0.151799,159
165,37,51,0.185481,159
166,38,16,0.604819,159
167,38,57,0.15237,159
168,39,16,0.273084,159
169,41,17,0.27128,159
170,41,57,0.565966,159
171,42,22,0.328778,159
172,44,20,0.466106,159
173,45,5,0.211537,159
174,47,4,0.171201,159
175,48,39,0.348712,159
176,49,77,0.270737,159
177,52,48,0.302317,159
178,54,89,0.504058,159
179,57,61,0.494202,159
180,58,83,0.179004,159
181,59,91,0.17514,159
182,60,29,0.301638,159
183,60,56,0.307243,159
184,62,5,0.150218,159
185,63,35,0.350957,159
186,65,1,0.185047,159
187,65,38,0.512451,159
188,65,73,0.492693,159
189,66,42,0.418096,159
190,66,78,0.259633,159
191,68,83,0.533809,159
192,71,12,0.208431,159
193,77,5,0.509014,159
194,78,38,0.309228,159
195,78,51,0.657165,159
196,80,1,0.449161,159
197,80,46,0.17628,159
198,86,72,0.447201,159
199,87,26,0.351311,159
200,88,52,0.523554,159
201,89,63,0.536077,159
202,92,9,0.450588,159
203,92,35,0.184268,159
204,94,9,0.151125,159
205,96,33,0.207374,159
206,96,66,0.150424,159
207,97,48,0.477573,159
208,97,72,0.239752,159
209,97,77,0.44619,159
210,99,18,0.222082,159
211,116,78,0.202728,159
212,119,23,0.467221,159
213,124,20,0.214263,159
214,132,46,0.465729,159
215,140,31,0.328579,159
216,151,65,0.283248,159
217,153,39,0.209747,159
218,153,95,0.202807,159
219,154,35,0.239194,159
220,155,64,0.348566,159
221,158,10,0.496551,159
222,160,85,0.302624,159
223,167,21,0.199309,159
224,177,87,0.404417,159
225,178,67,0.43686,159
226,181,21,0.174345,159
227,184,14,0.439139,159
228,198,58,0.233665,159
229,201,43,0.36504,159
230,207,11,0.261354,159
231,212,47,0.290228,159
232,218,30,0.407327,159
233,220,58,0.261468,159
234,225,90,0.434177,159
235,231,21,0.297323,159
236,243,10,0.176648,159
237,247,24,0.318682,159
