82,"2015-04-15 11:02:38.538870",1000.0,0.001,3000.0,500
83,"2015-04-15 11:02:48.907965",1000.0,0.01,3000.0,100
84,"2015-04-15 11:03:00.871168",1000.0,0.01,3000.0,250
85,"2015-04-15 11:03:13.603752",1000.0,0.01,3000.0,500
86,"2015-04-15 11:03:23.780382",1000.0,0.01,3000.0,750
87,"2015-04-15 11:03:29.381482",1000.0,0.1,3000.0,250
88,"2015-04-15 11:03:42.286077",1000.0,0.1,3000.0,750
89,"2015-04-15 11:03:47.288643",1000.0,0.5,3000.0,100
90,"2015-04-15 11:03:58.308559",1000.0,0.5,3000.0,250
91,"2015-04-15 11:04:09.707452",1000.0,0.5,3000.0,500
92,"2015-04-15 11:04:19.205569",1000.0,0.5,3000.0,750
93,"2015-04-15 11:04:23.558169",1000.0,0.5,3000.0,1000
94,"2015-04-15 11:04:36.285120",1000.0,1.0,3000.0,100
95,"2015-04-15 11:04:47.597408",1000.0,1.0,3000.0,250
96,"2015-04-15 11:04:58.951593",1000.0,1.0,3000.0,500
97,"2015-04-15 11:05:08.315776",1000.0,1.0,3000.0,750
98,"2015-04-15 11:05:12.942695",1000.0,1.0,3000.0,1000
